date,spy,no_rules,active,total_wealth
2024-05-02,581.4294248958878,1265.1830708813716,595.9593391664572,791.1650212600443
2024-05-03,588.6364724972896,1276.7246808417717,601.3959675906152,796.6016496842024
2024-05-06,594.7152009977385,1299.4338492674674,612.0930290036874,807.2987110972747
2024-05-07,595.3714597617093,1294.4542197553822,609.7473947776077,804.953076871195
2024-05-08,595.4289383306012,1295.1004214022973,610.0517854348393,805.2574675284266
2024-05-09,598.8597197279312,1305.6099769960686,615.0022688476737,810.2079509412608
2024-05-10,599.6311160395064,1313.3214349440261,618.6347197462405,813.8404018398278
2024-05-13,599.711723147419,1303.4172509531804,613.9693941645004,809.1750762580875
2024-05-14,602.4632615696141,1314.7904792184931,619.3267070761118,814.532389169699
2024-05-15,609.9236045593531,1337.1648711672865,629.8660733915061,825.0717554850933
2024-05-16,608.6686738461958,1329.7060816364767,626.35264092306,821.5583230166471
2024-05-17,609.5435893129192,1338.4198789529696,630.4572397039699,825.6629217975571
2024-05-20,610.2459608270743,1341.4270013816206,631.8737324919448,827.079414585532
2024-05-21,611.7425685361123,1340.3348621707755,631.3592847591597,826.5649668527469
2024-05-22,609.9811192102092,1325.889649357365,624.5549260220467,819.7606081156339
2024-05-23,605.525718276895,1328.5310169493307,625.7991314819783,821.0048135755655
2024-05-24,609.5321874122475,1342.4798805816997,632.3696869563561,827.5753690499432
2024-05-28,609.9580989170811,1366.733619822418,643.7943121690098,838.999994262597
2024-05-29,605.6867881648632,1357.5910410346698,639.4877376202151,834.6934197138023
2024-05-30,601.6689532108032,1346.37857852656,634.2061527645888,829.411834858176
2024-05-31,607.149118007958,1345.3754998825195,633.7336566495262,828.9393387431135
2024-06-03,607.6440903921758,1364.2533121541546,642.6259733309963,837.8316554245835
2024-06-04,608.3232251214181,1358.291242605327,639.8175647218702,835.0232468154575
2024-06-05,615.5531847700555,1387.0397170740368,653.359416680481,848.5650987740682
2024-06-06,615.5418550333122,1389.959936608589,654.7349742136847,849.9406563072719
2024-06-07,614.7933707689725,1364.3047868396563,642.6502202722188,837.8559023658061
2024-06-10,616.6930861815008,1377.3226871859304,648.7822492775513,843.9879313711385
2024-06-11,618.1782198259388,1377.981357829378,649.0925134048795,844.2981954984666
2024-06-12,623.2553851654958,1386.410840597483,653.0631869742746,848.2688690678617
2024-06-13,624.5102437147249,1385.3375573770911,652.5576212790921,847.7633033726793
2024-06-14,624.8902589611587,1395.4185694738721,657.3062410208511,853.5572902398221
2024-06-17,629.8636525718186,1394.7653327561545,656.9985365221345,852.2042186157216
2024-06-18,631.4639598458255,1410.8675812950528,664.5834351974312,859.7891172910183
2024-06-20,629.7486232701066,1408.7428492220945,663.5825887972151,858.7882708908023
2024-06-21,628.9042331450546,1385.4836021472695,652.6264150740197,847.8320971676069
2024-06-24,626.8599012202109,1371.2077588457241,645.9018371565282,841.1075192501155
2024-06-25,629.2738567858132,1394.4111955056546,656.831721610807,852.0374037043941
2024-06-26,630.0593611453714,1390.9731116770645,655.212226208408,850.4179083019951
